name,id,genres,followers,popularity,spotify_url
Makeup And Vanity Set,5iJnzz8Lfh1U3XQpBw95J3,synthwave,46532,36,https://open.spotify.com/artist/5iJnzz8Lfh1U3XQpBw95J3
Le Matos,5nrAu9uBcj8NcdZHo09qG9,"montreal indie, synthwave",40604,37,https://open.spotify.com/artist/5nrAu9uBcj8NcdZHo09qG9
Zombie Hyperdrive,72naL8vQVNsx85zPLuTSWf,"cyberpunk, spacewave, synthwave",31435,36,https://open.spotify.com/artist/72naL8vQVNsx85zPLuTSWf
Sunset Neon,7LpQ9EjCi2klKhDUhAUa1s,"nightrun, synthwave",17219,35,https://open.spotify.com/artist/7LpQ9EjCi2klKhDUhAUa1s
Juno Dreams,0EUPJObeCnU0yyMon1OzAV,"chillsynth, spacewave, synthwave",7408,36,https://open.spotify.com/artist/0EUPJObeCnU0yyMon1OzAV
Droid Bishop,0HPVHsbV2yIYPp2Pk4kdHe,"spacewave, synthwave",33637,35,https://open.spotify.com/artist/0HPVHsbV2yIYPp2Pk4kdHe
Absinth3,2rP6AMwZCN1E1zl5Rpxftm,synthwave,7320,35,https://open.spotify.com/artist/2rP6AMwZCN1E1zl5Rpxftm
Robert Parker,0eEcbHGsAvOTCZzF5pg8GD,synthwave,39674,37,https://open.spotify.com/artist/0eEcbHGsAvOTCZzF5pg8GD
FM Attack,6nPggL1KGOD5Ba0yK0cxmb,synthwave,47073,36,https://open.spotify.com/artist/6nPggL1KGOD5Ba0yK0cxmb
DEADLIFE,6YAOorJSNGWyH8m9N7cDeX,"darksynth, synthwave",26540,35,https://open.spotify.com/artist/6YAOorJSNGWyH8m9N7cDeX
NINA,31KAV0Dg1UNmnfSmvLT2XG,"popwave, synthwave",37562,36,https://open.spotify.com/artist/31KAV0Dg1UNmnfSmvLT2XG
Marc Benjamin,05KjvP5zdwtEIgEazqblZw,"big room, dutch edm, slap house",27229,51,https://open.spotify.com/artist/05KjvP5zdwtEIgEazqblZw
Zafrir,3DJVDo0kd19fZXpTabasOX,"big room, slap house",24355,51,https://open.spotify.com/artist/3DJVDo0kd19fZXpTabasOX
Dr Phunk,1naX4fxuRaDFlj9tGfIUZk,"big room, jumpstyle",35644,51,https://open.spotify.com/artist/1naX4fxuRaDFlj9tGfIUZk
Olly James,04Ze9i5w3NXno5DdMNpJZC,"big room, sky room",44525,51,https://open.spotify.com/artist/04Ze9i5w3NXno5DdMNpJZC
Ryos,7us9kFadl2fztbHSvlNk6M,"big room, sky room",33142,42,https://open.spotify.com/artist/7us9kFadl2fztbHSvlNk6M
DJ Kuba,1dhLLX9IY5DD8uElJwjZFX,big room,22562,46,https://open.spotify.com/artist/1dhLLX9IY5DD8uElJwjZFX
Just_us,0iPzFfhXb2ilEodYsMoUX4,big room,16062,44,https://open.spotify.com/artist/0iPzFfhXb2ilEodYsMoUX4
Skytech,4CrDEHL7ysNabeYvL3xjUX,big room,20851,45,https://open.spotify.com/artist/4CrDEHL7ysNabeYvL3xjUX
Carta,3MTk6MUbUmV5X0N04N56JF,big room,24223,43,https://open.spotify.com/artist/3MTk6MUbUmV5X0N04N56JF
Kevu,1hSKIb96KuZ2SScNbnHCqU,"big room, sky room",28905,46,https://open.spotify.com/artist/1hSKIb96KuZ2SScNbnHCqU
The Rocketman,6ArtT03Hv9H55Y3EVa7d2V,big room,11381,46,https://open.spotify.com/artist/6ArtT03Hv9H55Y3EVa7d2V
Manse,2jGvmFH6YE352p9LKmuB0y,"big room, pop edm, progressive electro house, sky room",31413,41,https://open.spotify.com/artist/2jGvmFH6YE352p9LKmuB0y
STVW,3yycPRFMwYENrpe3nw7L4k,"big room, deep big room",26293,45,https://open.spotify.com/artist/3yycPRFMwYENrpe3nw7L4k
Raven & Kreyn,6STjC3QJTieuM5WHHtkGuh,"big room, gaming edm, pop edm",32518,41,https://open.spotify.com/artist/6STjC3QJTieuM5WHHtkGuh
SWACQ,45UHclgIcRavRoRa2MET5i,big room,22196,40,https://open.spotify.com/artist/45UHclgIcRavRoRa2MET5i
Teddy Killerz,4xaF2VIGwhWyEMbM6GuLdm,"drum and bass, neurofunk, russian dnb",44819,39,https://open.spotify.com/artist/4xaF2VIGwhWyEMbM6GuLdm
Break,7FtCGMC0pcHPlrZWmYe9XM,"drum and bass, jungle, liquid funk, neurofunk",39477,37,https://open.spotify.com/artist/7FtCGMC0pcHPlrZWmYe9XM
Evol Intent,1VJckWeb9pxyAtESOoF8Xc,"darkstep, neurofunk, stateside dnb",22335,32,https://open.spotify.com/artist/1VJckWeb9pxyAtESOoF8Xc
SpectraSoul,5OvI3XKz7Y1TJAxPbn848T,"drum and bass, liquid funk, neurofunk",44372,37,https://open.spotify.com/artist/5OvI3XKz7Y1TJAxPbn848T
Aeph,0lzSrFGE3CoEg8dtn1PS6i,"darkstep, neurofunk",6085,29,https://open.spotify.com/artist/0lzSrFGE3CoEg8dtn1PS6i
Enei,6X3QjCYg5HcTwO5FPVQj0J,"drum and bass, jungle, liquid funk, neurofunk, russian dnb",42742,37,https://open.spotify.com/artist/6X3QjCYg5HcTwO5FPVQj0J
Synergy,7s83dhuGTbXkYUEDXCisbK,neurofunk,9703,34,https://open.spotify.com/artist/7s83dhuGTbXkYUEDXCisbK
Phace,3o46xaXZd75wUeb2Zfc4o5,"darkstep, drum and bass, german dnb, hamburg electronic, neurofunk",38531,33,https://open.spotify.com/artist/3o46xaXZd75wUeb2Zfc4o5
TC,6b1Reb7bhjdXtkR7wUYW61,"bristol electronic, drum and bass, jump up, neurofunk, uk dnb",35889,35,https://open.spotify.com/artist/6b1Reb7bhjdXtkR7wUYW61
Pythius,0CRJK2gwHjs3IKm4uhjNTR,"darkstep, neurofunk",21053,36,https://open.spotify.com/artist/0CRJK2gwHjs3IKm4uhjNTR
State of Mind,6Piel9jEbV4Qb18Yw1B2dI,"darkstep, drum and bass, neurofunk, nz dnb, nz electronic",43610,35,https://open.spotify.com/artist/6Piel9jEbV4Qb18Yw1B2dI
J Majik,59hUvYHHq6pDHDbfNafjVb,"drum and bass, jump up, jungle, neurofunk",16106,31,https://open.spotify.com/artist/59hUvYHHq6pDHDbfNafjVb
Gydra,4eujb0S8BP4Oy9suTA04mE,"darkstep, neurofunk, neurostep, russian dnb",31182,35,https://open.spotify.com/artist/4eujb0S8BP4Oy9suTA04mE
Calyx,21Jj10ilqD3LqxZn5rD6V5,"darkstep, drum and bass, drumfunk, neurofunk",12146,33,https://open.spotify.com/artist/21Jj10ilqD3LqxZn5rD6V5
Teebee,7Cl1dU4G44kfQAg0f69J9v,"darkstep, drum and bass, jungle, neurofunk",19813,32,https://open.spotify.com/artist/7Cl1dU4G44kfQAg0f69J9v
Current Value,6B9SjvZNSQZkeJDH17oBSO,"darkstep, german dnb, neurofunk",37925,30,https://open.spotify.com/artist/6B9SjvZNSQZkeJDH17oBSO
Loadstar,0umDTRGYujQH31KZq9FdrU,"drum and bass, jump up, neurofunk",36759,34,https://open.spotify.com/artist/0umDTRGYujQH31KZq9FdrU
Misanthrop,1ZScOzf2oq1jmPpY2Veuyu,"darkstep, german dnb, neurofunk",27262,31,https://open.spotify.com/artist/1ZScOzf2oq1jmPpY2Veuyu
Kasra,3W1ubrHvNSMltB1l7zo6xt,"deep dnb, deep liquid bass, liquid funk, neurofunk",17653,32,https://open.spotify.com/artist/3W1ubrHvNSMltB1l7zo6xt
Ed Rush,6gj4aZLxVGCdFPMThH6q6q,"drum and bass, jump up, jungle, neurofunk",41130,30,https://open.spotify.com/artist/6gj4aZLxVGCdFPMThH6q6q
Apex,7pQD0AmPKG2tkjzDauKkqq,neurofunk,10308,29,https://open.spotify.com/artist/7pQD0AmPKG2tkjzDauKkqq
Joe Ford,32rwroseSEZ7dEwooAUikF,"future rock, neurofunk, neurostep",17617,28,https://open.spotify.com/artist/32rwroseSEZ7dEwooAUikF
Emperor,0qpokmnvq1MOYl954iVq7x,"deep dnb, liquid funk, neurofunk",16668,30,https://open.spotify.com/artist/0qpokmnvq1MOYl954iVq7x
Dub Elements,2VhiJ9TTWHMZl8jXUAMAgJ,"darkstep, deep dnb, neurofunk",14102,30,https://open.spotify.com/artist/2VhiJ9TTWHMZl8jXUAMAgJ
dBridge,4G1BTcGLvvsItegHSvBH0y,"drum and bass, drumfunk, liquid funk, minimal dnb, neurofunk, uk dnb",24440,28,https://open.spotify.com/artist/4G1BTcGLvvsItegHSvBH0y
Audio,1zErXDrChp7heWGAjO00Xl,"darkstep, neurofunk",35576,30,https://open.spotify.com/artist/1zErXDrChp7heWGAjO00Xl
Total Science,20X39VOcF5zEpkOx6WrXlY,"drum and bass, jump up, jungle, liquid funk, neurofunk, uk dnb",27584,28,https://open.spotify.com/artist/20X39VOcF5zEpkOx6WrXlY
Magnetude,1oG2f8B49xa2z9ih8EnqdD,"neurofunk, russian dnb",16257,30,https://open.spotify.com/artist/1oG2f8B49xa2z9ih8EnqdD
Doc Scott,1cuov4jcw3lXOvCANG7Kg4,"drum and bass, jungle, neurofunk",17619,26,https://open.spotify.com/artist/1cuov4jcw3lXOvCANG7Kg4
Rawtekk,540KBiwbWK1nVD1jtTQA0A,"darkstep, german dnb, neurofunk",11645,27,https://open.spotify.com/artist/540KBiwbWK1nVD1jtTQA0A
InsideInfo,4HVopeHcb4aGTBsfIRrRcQ,"darkstep, drum and bass, jump up, neurofunk",23005,28,https://open.spotify.com/artist/4HVopeHcb4aGTBsfIRrRcQ
Optical,1vRz3sCz7iKtrmXK4HB1MI,"drum and bass, jungle, neurofunk",20342,27,https://open.spotify.com/artist/1vRz3sCz7iKtrmXK4HB1MI
Burr Oak,3yyEYoHrjvoUtLJ6n2Wz83,"darkstep, french dnb, neurofunk",7899,29,https://open.spotify.com/artist/3yyEYoHrjvoUtLJ6n2Wz83
Prolix,3rNP0CUzTxxuNpc3ze8rXV,"darkstep, neurofunk",21513,28,https://open.spotify.com/artist/3rNP0CUzTxxuNpc3ze8rXV
AKOV,25HLeHJABQlPaCpS2AgCf0,"austrian dnb, darkstep, neurofunk",10782,28,https://open.spotify.com/artist/25HLeHJABQlPaCpS2AgCf0
Icicle,7zoCV6yevWc39GUz2v1jqg,"drum and bass, dutch dnb, liquid funk, neurofunk",26239,26,https://open.spotify.com/artist/7zoCV6yevWc39GUz2v1jqg
Screamarts,2WLKRiOp43XLwVhRdt46mH,"austrian dnb, neurofunk",5099,26,https://open.spotify.com/artist/2WLKRiOp43XLwVhRdt46mH
DLR,6kgD8l1FG4hgYgW9kk0dvs,"bristol electronic, deep dnb, deep liquid bass, liquid funk, neurofunk, uk dnb",15730,26,https://open.spotify.com/artist/6kgD8l1FG4hgYgW9kk0dvs
Little Symphony,4SCWiQbJCMTHK737aNUqBJ,"calming instrumental, organic ambient",24233,70,https://open.spotify.com/artist/4SCWiQbJCMTHK737aNUqBJ
a vow,03vWQx7x09Nqiv7Ks0HC7C,ambient lo-fi,17366,58,https://open.spotify.com/artist/03vWQx7x09Nqiv7Ks0HC7C
James Heather,7GMpkbegUlL4UvUe5w47zu,"compositional ambient, focus, neo-classical",25996,58,https://open.spotify.com/artist/7GMpkbegUlL4UvUe5w47zu
TileKid,7HaSqpaqnOWSaqvezpdhX4,ambient lo-fi,44114,56,https://open.spotify.com/artist/7HaSqpaqnOWSaqvezpdhX4
Erik Nieder,5LfJyJ9ZnWxRWawuGFIMMh,"ambient worship, anthem worship, ccm, christian indie, worship",19879,52,https://open.spotify.com/artist/5LfJyJ9ZnWxRWawuGFIMMh
leadwave,4v6Vm2UFM3PS4iHY9TZfcb,ambient lo-fi,31517,57,https://open.spotify.com/artist/4v6Vm2UFM3PS4iHY9TZfcb
Simon Wester,2qUycRIHExBVUPIoq6RUkO,"ambient worship, instrumental worship",9686,51,https://open.spotify.com/artist/2qUycRIHExBVUPIoq6RUkO
Alvedon,6nFwmnSA3mMtoePROXi5LT,ambient lo-fi,20411,52,https://open.spotify.com/artist/6nFwmnSA3mMtoePROXi5LT
your movie soundtrack,3tHyDbXJjbWtjlTvvvQsEs,ambient lo-fi,11884,51,https://open.spotify.com/artist/3tHyDbXJjbWtjlTvvvQsEs
Sir Neville Marriner,6NUhQz7eAEsZvjEHTKHux9,"classical performance, orchestral performance",30517,63,https://open.spotify.com/artist/6NUhQz7eAEsZvjEHTKHux9
Henry Smith,5M86PSFFaRNTKidvlgHDEE,neo-classical,21561,63,https://open.spotify.com/artist/5M86PSFFaRNTKidvlgHDEE
I Virtuosi Italiani,1k1AM2ESRQseVAj6rvBdtx,"chamber orchestra, classical performance, string orchestra",11998,65,https://open.spotify.com/artist/1k1AM2ESRQseVAj6rvBdtx
Jean-Yves Thibaudet,1Dot4uMsJMx8n1Xi7gAdV6,"classical piano, french classical piano",35059,57,https://open.spotify.com/artist/1Dot4uMsJMx8n1Xi7gAdV6
André Previn,2tfWguHr2nj4e8KXLKciVq,orchestral performance,35679,60,https://open.spotify.com/artist/2tfWguHr2nj4e8KXLKciVq
Zubin Mehta,3FEd0qHPFOgcpfw7bCXB4x,"classical performance, orchestral performance",27182,57,https://open.spotify.com/artist/3FEd0qHPFOgcpfw7bCXB4x
Marc Streitenfeld,02qXVbvAMyWhdHb2GfUcXM,"german soundtrack, orchestral soundtrack, soundtrack",25847,55,https://open.spotify.com/artist/02qXVbvAMyWhdHb2GfUcXM
Yannick Nézet-Séguin,5ZGyCOrODWwaVtLSDjayl5,"classical performance, orchestral performance",10904,53,https://open.spotify.com/artist/5ZGyCOrODWwaVtLSDjayl5
Carlos Kleiber,6aL4ovuNuBg7rmrPjOTIUN,"classical performance, orchestral performance",20885,55,https://open.spotify.com/artist/6aL4ovuNuBg7rmrPjOTIUN
Eugene Ormandy,3naY4Tq98GRh9K8xOsINyv,"classical performance, orchestral performance",13284,51,https://open.spotify.com/artist/3naY4Tq98GRh9K8xOsINyv
Riccardo Muti,7silW8RiEOoLBgAg5JBCL1,"classical performance, orchestral performance",34985,54,https://open.spotify.com/artist/7silW8RiEOoLBgAg5JBCL1
John Debney,7mCsyzq823cXJ5puxUN3aJ,"orchestral soundtrack, soundtrack",31870,50,https://open.spotify.com/artist/7mCsyzq823cXJ5puxUN3aJ
John Eliot Gardiner,1qIRoGEKXINqrCx5N1engi,"classical performance, orchestral performance",41008,53,https://open.spotify.com/artist/1qIRoGEKXINqrCx5N1engi
Academy of Ancient Music,60adCptqwRkANTtVja0bvf,"baroque ensemble, british orchestra, classical performance, historically informed performance",39022,56,https://open.spotify.com/artist/60adCptqwRkANTtVja0bvf
La Serenissima,15PIcAgtP1zCipRK3sniUN,"baroque ensemble, historically informed performance",7651,56,https://open.spotify.com/artist/15PIcAgtP1zCipRK3sniUN
The English Concert,2Oz3z7PPQUMU2KNYgcO1sA,"baroque ensemble, british choir, british orchestra, classical performance, historically informed performance",19988,55,https://open.spotify.com/artist/2Oz3z7PPQUMU2KNYgcO1sA
Drug Cabin,127gPdUYBwpTLUNdKX1MMk,baroque pop,22481,48,https://open.spotify.com/artist/127gPdUYBwpTLUNdKX1MMk
English Baroque Soloists,3OtZV9aCZ6G004vjOQcf59,"baroque ensemble, british orchestra, classical performance, early music ensemble, historically informed performance",17656,50,https://open.spotify.com/artist/3OtZV9aCZ6G004vjOQcf59
Orchestra of the Age of Enlightenment,1WWZAYN8d4n4iwjYALmmKB,"baroque ensemble, british orchestra, classical performance, historically informed performance, orchestra",7157,46,https://open.spotify.com/artist/1WWZAYN8d4n4iwjYALmmKB
Amsterdam Baroque Orchestra,2CMg8J0WjftvFR5zFbufVA,"baroque ensemble, classical performance",5075,45,https://open.spotify.com/artist/2CMg8J0WjftvFR5zFbufVA
Spiritual Frequencies,5gUJK8QwnYlsLRnxepd7A5,"calming instrumental, healing hz",22749,71,https://open.spotify.com/artist/5gUJK8QwnYlsLRnxepd7A5
Soothly,02HfWwVkZpAEWY9RwUBTyQ,calming instrumental,10069,66,https://open.spotify.com/artist/02HfWwVkZpAEWY9RwUBTyQ
Hillside Recording,1Pr6QC1iOpXLx1shPTBBhN,instrumental worship,36146,60,https://open.spotify.com/artist/1Pr6QC1iOpXLx1shPTBBhN
draw close,6lQTc8ch7seamP33kWxxqT,instrumental worship,7798,59,https://open.spotify.com/artist/6lQTc8ch7seamP33kWxxqT
Lunar Skybox,76BVRXGW3GAFk4cXxAX1Ba,calming instrumental,10163,59,https://open.spotify.com/artist/76BVRXGW3GAFk4cXxAX1Ba
Khamir Music,59GEiG83qYSWz2s7atSFMd,instrumental worship,10746,57,https://open.spotify.com/artist/59GEiG83qYSWz2s7atSFMd
The O'Neill Brothers Group,0cylxW7HGdK9xMdubw2oYW,"christmas instrumental, classify, coverchill, relaxative",22329,57,https://open.spotify.com/artist/0cylxW7HGdK9xMdubw2oYW
Slovak Radio Symphony Orchestra,428GNN7qZnTsMaK3SfPo6D,"orchestra, radio symphony, symfonicky orchestr",22213,54,https://open.spotify.com/artist/428GNN7qZnTsMaK3SfPo6D
BBC Philharmonic,1z9u3vLr7gw6IBS8CP8c2X,"british orchestra, orchestra, radio symphony",19679,46,https://open.spotify.com/artist/1z9u3vLr7gw6IBS8CP8c2X
Bavarian Radio Symphony Orchestra,74gWOpgM97HU3Mn8A8d0Vm,"classical performance, german orchestra, orchestra, radio symphony",20854,47,https://open.spotify.com/artist/74gWOpgM97HU3Mn8A8d0Vm
United States Marine Band,3QeUCeRZhvSxjokyg2zImM,"concert band, military band, wind symphony",7129,36,https://open.spotify.com/artist/3QeUCeRZhvSxjokyg2zImM
Polish National Radio Symphony Orchestra,62QURushyB5wug2XPwajwK,"orchestra, orkiestra symfoniczna, radio symphony",8515,43,https://open.spotify.com/artist/62QURushyB5wug2XPwajwK
Swedish Radio Symphony Orchestra,0K6ufQj8JzIZPPkvZrEwJS,"nordic orchestra, orchestra, radio symphony",5137,41,https://open.spotify.com/artist/0K6ufQj8JzIZPPkvZrEwJS
North Texas Wind Symphony,1MU0DtoPi3KRw38z1NnV5E,"concert band, wind symphony",9469,34,https://open.spotify.com/artist/1MU0DtoPi3KRw38z1NnV5E
US Marine Band,4wyy8T80crUaGVdwiIwTHD,"concert band, military band, wind symphony",6561,32,https://open.spotify.com/artist/4wyy8T80crUaGVdwiIwTHD
United States Air Force Band,1E48RxEELIDpEM30YVL3nc,"college marching band, concert band, marching band, military band, wind symphony",5021,32,https://open.spotify.com/artist/1E48RxEELIDpEM30YVL3nc
Dallas Wind Symphony,7cc7U4h3CiBlKlCTLCi5nn,"concert band, wind symphony",6397,28,https://open.spotify.com/artist/7cc7U4h3CiBlKlCTLCi5nn
Berlin Radio Symphony Orchestra,0a9SIKSCIhxjx4QJlSZfYa,"german orchestra, orchestra, radio symphony",6751,36,https://open.spotify.com/artist/0a9SIKSCIhxjx4QJlSZfYa
SWR Symphony Orchestra,1g37QvdtwkYKJUtIKDBBAR,"german orchestra, orchestra, radio symphony",6219,34,https://open.spotify.com/artist/1g37QvdtwkYKJUtIKDBBAR
Alfred Reed,0FAHFZvh84fFGN81tZx6nr,"concert band, wind symphony",5015,27,https://open.spotify.com/artist/0FAHFZvh84fFGN81tZx6nr
Kris Bowers,2wWBoQpcybsDVpouFubTqZ,modern jazz piano,35536,63,https://open.spotify.com/artist/2wWBoQpcybsDVpouFubTqZ
Lelio Luttazzi,6m1rUIqtk10YWCyR5jFW9W,swing italiano,11739,54,https://open.spotify.com/artist/6m1rUIqtk10YWCyR5jFW9W
Bob Crosby & The Bob Cats,1EE8fj8itdenD88iAylcYh,"big band, swing, tin pan alley",29087,44,https://open.spotify.com/artist/1EE8fj8itdenD88iAylcYh
Johnny Mercer,5cBHm2CXrbncYIDzrxF4Vi,"big band, swing, tin pan alley",40691,40,https://open.spotify.com/artist/5cBHm2CXrbncYIDzrxF4Vi
Chick Webb,7AgtFmxbJL1wDbp7yYrzQb,"big band, dixieland, harlem renaissance, jazz blues, jazz drums, swing, vintage jazz",24741,41,https://open.spotify.com/artist/7AgtFmxbJL1wDbp7yYrzQb
Tex Beneke,7e9843xr17L5hRYAti3dtG,"big band, jazz saxophone, swing",10913,38,https://open.spotify.com/artist/7e9843xr17L5hRYAti3dtG
Bob Crosby,5lP4FZO4ThhC9glGDwlgrV,"big band, british dance band, swing",10232,37,https://open.spotify.com/artist/5lP4FZO4ThhC9glGDwlgrV
Benny Carter,5dlCVmfRbWVGOJYHzGyk32,"bebop, big band, cool jazz, jazz saxophone, library music",28562,39,https://open.spotify.com/artist/5dlCVmfRbWVGOJYHzGyk32
Tommy Dorsey Orchestra,1eOE35R4NC60yvasrSxOED,"big band, swing",29028,35,https://open.spotify.com/artist/1eOE35R4NC60yvasrSxOED
Benny Goodman Trio,6alI0NXWBVryqxHQrrl9A0,"big band, dixieland, swing",41399,36,https://open.spotify.com/artist/6alI0NXWBVryqxHQrrl9A0
Benny Goodman Sextet,33N6sGOKJwLGOnq31ZmEl1,"big band, swing, vintage jazz",34714,37,https://open.spotify.com/artist/33N6sGOKJwLGOnq31ZmEl1
Gordon Goodwin's Big Phat Band,5CyMmYYHMIfK9YYcKLXzO1,"big band, jazz orchestra, modern big band",42555,33,https://open.spotify.com/artist/5CyMmYYHMIfK9YYcKLXzO1
Bix Beiderbecke,3kfbYBrL3MCPAMUwKDRpc7,"big band, dixieland, jazz trumpet, swing, vintage jazz",32203,34,https://open.spotify.com/artist/3kfbYBrL3MCPAMUwKDRpc7
Jazz At Lincoln Center Orchestra,6MnWA8xVW1sEzV9s7wXpQb,modern big band,38003,34,https://open.spotify.com/artist/6MnWA8xVW1sEzV9s7wXpQb
Stan Kenton & His Orchestra,6MHjWRkmBS7mzh7Ol2Aw0b,"big band, jazz orchestra, man's orchestra, swing",8856,31,https://open.spotify.com/artist/6MHjWRkmBS7mzh7Ol2Aw0b
Gene Krupa,2YODXXiVE8ABc0TfihLOFj,"big band, jazz drums, swing",48005,32,https://open.spotify.com/artist/2YODXXiVE8ABc0TfihLOFj
Woody Herman & His Orchestra,7CUcJMFBfSARR8js036QOn,"big band, cool jazz, man's orchestra, swing",19491,31,https://open.spotify.com/artist/7CUcJMFBfSARR8js036QOn
Mingus Big Band,54YNxT02JdAApvFBhD8ea0,"big band, jazz orchestra, modern big band",22935,30,https://open.spotify.com/artist/54YNxT02JdAApvFBhD8ea0
Dick Haymes,3BiJGZsyX9sJchTqcSA7Su,"big band, british dance band, deep adult standards, swing, tin pan alley",19337,32,https://open.spotify.com/artist/3BiJGZsyX9sJchTqcSA7Su
Martha Tilton,0V05eHcONaDJC1HumT0img,"big band, british dance band, swing, tin pan alley, vintage jazz",6914,31,https://open.spotify.com/artist/0V05eHcONaDJC1HumT0img
Guy Lombardo,5u5O35ppRJaOpOrU1CeKEW,"big band, british dance band, swing, tin pan alley, vaudeville",14774,30,https://open.spotify.com/artist/5u5O35ppRJaOpOrU1CeKEW
Stan Kenton,27hSR8e34ZM5vj5fUFixyb,"big band, jazz orchestra, swing",26251,28,https://open.spotify.com/artist/27hSR8e34ZM5vj5fUFixyb
Count Basie Big Band,5OBN8AfE5Rv0K9lbAg16cO,big band,21065,27,https://open.spotify.com/artist/5OBN8AfE5Rv0K9lbAg16cO
Billy Eckstine,6htazaFMy8zs0f3sMtM2Pt,"big band, swing, vocal jazz",46029,32,https://open.spotify.com/artist/6htazaFMy8zs0f3sMtM2Pt
US Air Force Airmen Of Note,4Tccxc2yd5ee0mrfMih7iS,"big band, jazz orchestra",7180,26,https://open.spotify.com/artist/4Tccxc2yd5ee0mrfMih7iS
Les Brown & His Orchestra,5jCS1U0QP0gulcCtMOsOoX,"big band, man's orchestra, swing",7584,29,https://open.spotify.com/artist/5jCS1U0QP0gulcCtMOsOoX
Buddy Rich Big Band,5cyeaYQ80Wkqvxx4HcY0jo,"big band, jazz orchestra",28706,31,https://open.spotify.com/artist/5cyeaYQ80Wkqvxx4HcY0jo
Jimmy Dorsey & His Orchestra,3z5VqEvu6RJ4Abtah3lTsg,"big band, man's orchestra, swing",30366,27,https://open.spotify.com/artist/3z5VqEvu6RJ4Abtah3lTsg
Charlie Barnet,4SPws2VXOmZIiRTp75mzsb,"big band, dixieland, jazz saxophone, swing, vintage jazz",16275,28,https://open.spotify.com/artist/4SPws2VXOmZIiRTp75mzsb
Helen O'Connell,0uQXiLK3wKmucUs9fAKx4I,"big band, british dance band, deep adult standards, swing, tin pan alley",7540,27,https://open.spotify.com/artist/0uQXiLK3wKmucUs9fAKx4I
Vaughn Monroe,5TD3Mad384osX9K8DLkx7L,"big band, british dance band, deep adult standards, swing, tin pan alley, vaudeville",18213,26,https://open.spotify.com/artist/5TD3Mad384osX9K8DLkx7L
Sun Ra & His Arkestra,1hATsMMFoS9KKP7yI6ENFw,"experimental big band, free jazz",16331,27,https://open.spotify.com/artist/1hATsMMFoS9KKP7yI6ENFw
Jimmie Lunceford,5z49AOW1q5dtslkcj6wGsW,"big band, dixieland, swing, vintage jazz",19448,29,https://open.spotify.com/artist/5z49AOW1q5dtslkcj6wGsW
Al Jolson,197mLk2Z62k4tvGxDL1pOa,"big band, british dance band, music hall, swing, tin pan alley, vaudeville, vintage jazz",29080,29,https://open.spotify.com/artist/197mLk2Z62k4tvGxDL1pOa
Charli xcx,25uiPmTg16RbhZWAqwLBy5,"art pop, candy pop, metropopolis, pop, uk pop",3398765,85,https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5
Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,classic oklahoma country,4391426,90,https://open.spotify.com/artist/40ZNYROS4zLfyyBSs2PGe2
Cody Johnson,6zLBxLdl60ekBLpawtT63I,"classic texas country, contemporary country, modern country pop",1342225,75,https://open.spotify.com/artist/6zLBxLdl60ekBLpawtT63I
Kacey Musgraves,70kkdajctXSbqSMJbQO424,"classic texas country, contemporary country, country dawn",1435314,76,https://open.spotify.com/artist/70kkdajctXSbqSMJbQO424
Bailey Zimmerman,3win9vGIxFfBRag9S63wwf,"contemporary country, modern country pop",1216434,75,https://open.spotify.com/artist/3win9vGIxFfBRag9S63wwf
George Strait,5vngPClqofybhPERIqQMYd,"contemporary country, country, country road",4357246,74,https://open.spotify.com/artist/5vngPClqofybhPERIqQMYd
Jordan Davis,77kULmXAQ6vWer7IIHdGzI,contemporary country,1270971,74,https://open.spotify.com/artist/77kULmXAQ6vWer7IIHdGzI
Alan Jackson,4mxWe1mtYIYfP040G38yvS,country,2742825,73,https://open.spotify.com/artist/4mxWe1mtYIYfP040G38yvS
Brooks & Dunn,0XKOBt59crntr7HQXXO8Yz,"contemporary country, country, country road",2898432,71,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz
Dylan Scott,78YqeIji3mgAS2K1Maca6x,"contemporary country, country road, modern country rock",1693307,71,https://open.spotify.com/artist/78YqeIji3mgAS2K1Maca6x
Old Dominion,6y8XlgIV8BLlIg1tT1R10i,"contemporary country, country, country road, modern country rock",1535624,70,https://open.spotify.com/artist/6y8XlgIV8BLlIg1tT1R10i
Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,"classic country pop, country, country dawn",2523058,73,https://open.spotify.com/artist/32vWCbZh0xZ4o9gkz4PsEU
Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,"contemporary country, country, country road, modern country rock",2247930,69,https://open.spotify.com/artist/5Zq7R5qmi58ByYyBQTlNuk
Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,"contemporary country, country, country dawn, country road",3578680,68,https://open.spotify.com/artist/66lH4jAE7pqPlOlzUKbwA0
Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,"contemporary country, country, country pop, modern country rock",2301636,69,https://open.spotify.com/artist/2kucQ9jQwuD8jWdtR9Ef38
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,"contemporary country, country, country road, modern country rock",3098435,68,https://open.spotify.com/artist/7x8nK0m0cP2ksQf0mjWdPS
